"zmean","zmean_c","max","min","quad_mean","quad_mean_c","cv","cv_c","z_kurt","z_skew","L2","L3","L4","L_cv","L_skew","L_kurt","h10","h20","h30","h40","h50","h60","h70","h80","h90","h95","h99","hvol","cancov","rpc1","d10","d20","d30","d40","d50","d60","d70","d80","d90","building"
3.41117978096008,10.769811630249,23.1674995422363,0,6.51265859603882,11.7346229553223,1.69099307060242,0.434320360422134,1.17124235630035,1.50606024265289,2.53695297241211,1.32033801078796,0.379323482513428,0.759983539581299,0.540858447551727,0.172011151909828,0,0,0,0,0,0.823748409748077,3.10181784629822,8.1287956237793,12.7915487289429,15.4607992172241,19.578950881958,1.16821026802063,0.321603149175644,0.728154838085175,0.314609915018082,0.273867666721344,0.235269591212273,0.188501462340355,0.132838904857635,0.0823708549141884,0.0411949492990971,0.0159888658672571,0.00494320783764124,0
2.22789144515991,9.62761402130127,18.0525016784668,0,4.090407371521,10.537091255188,8.62781143188477,0.46194127202034,474.543609619141,12.2740240097046,1.50823354721069,0.607448518276215,0.062492061406374,0.827911674976349,0.670987963676453,0.449826508760452,0,0,0,0,0.289500534534454,1.54520285129547,3.48505139350891,5.32924842834473,6.75979661941528,7.46802139282227,11.255895614624,0.922360181808472,0.216448351740837,0.769451558589935,0.218416064977646,0.197736203670502,0.180409938097,0.158900156617165,0.134766891598701,0.105178751051426,0.0705838426947594,0.0356342345476151,0.00901226419955492,0
0.000102909434644971,0,0.0650000497698784,0,0.00223662727512419,0,19.9427680969238,0,612.301147460938,20.6298885345459,0.000102725200122222,0.000102357422292698,0.000101807461760473,0.749128460884094,0.748255968093872,0.745646357536316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00139053701423109,0.0013267450267449,0.0012629529228434,0.0012629529228434,0.00120021775364876,0.000947163556702435,0.000820636400021613,0.000568638963159174,0.000442111835582182,0
1.844482421875,7.52983236312866,15.9672527313232,0,3.91225028038025,8.16897392272949,2.09314870834351,0.427661657333374,4.85019445419312,2.17180800437927,1.43685841560364,0.843559443950653,0.340325742959976,0.809893667697906,0.634208619594574,0.306037127971649,0,0,0,0,0,0.000250000855885446,1.49665367603302,3.59275650978088,7.18180990219116,9.38728427886963,13.3368759155273,0.521635055541992,0.239633411169052,0.822546482086182,0.245018944144249,0.218128472566605,0.164302542805672,0.123445503413677,0.0973832234740257,0.0702960267663002,0.0444141402840614,0.0230496190488338,0.00624703150242567,0
3.59895491600037,8.71920299530029,17.9187507629395,0,5.99828195571899,9.47080421447754,1.35051918029785,0.425838559865952,-0.165528953075409,1.06558763980865,2.4354681968689,0.96621710062027,0.0603372976183891,0.682108938694,0.404454946517944,0.0324844121932983,0,0,0,0,0.118499927222729,2.54994893074036,5.68434858322144,8.47614860534668,11.5977745056152,13.386061668396,15.3654623031616,1.51097178459167,0.413582265377045,0.630207180976868,0.420302242040634,0.361666947603226,0.301980078220367,0.242486491799355,0.191561847925186,0.136330842971802,0.0814494490623474,0.0327410623431206,0.00768878636881709,0
6.31284666061401,17.0245323181152,30.4222526550293,0,11.1109170913696,18.3424606323242,1.46684086322784,0.396512985229492,-0.423841446638107,1.04022741317749,4.43572330474854,1.93189382553101,0.18813344836235,0.709535360336304,0.439399123191833,0.0458465293049812,0,0,0,0,0,2.62819528579712,8.70575046539307,16.5993499755859,21.7728252410889,24.334939956665,27.7772064208984,2.4075710773468,0.374796658754349,0.634224355220795,0.364567935466766,0.336676180362701,0.312381893396378,0.284828424453735,0.243077039718628,0.185061722993851,0.115802198648453,0.0511562153697014,0.0134950680658221,0
0.00068840169114992,0,0.467501103878021,0,0.0154792545363307,0,19.7650451660156,0,561.520812988281,22.008150100708,0.000686570012476295,0.000682923593558371,0.000677496602293104,0.996945858001709,0.993893325328827,0.984802544116974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999755680561066,0.00401792349293828,0.00353768235072494,0.00326860533095896,0.00306677864864469,0.00292757153511047,0.00259819068014622,0.00180022185668349,0.00108817813452333,0.000490071717649698,0
3.84682512283325,11.1756353378296,21.5707454681396,0,6.60496425628662,11.9960470199585,2.05414032936096,0.388649642467499,5.34381580352783,1.92257142066956,2.52541303634644,0.969838261604309,0.135050565004349,0.74183201789856,0.515506565570831,0.218651160597801,0,0,0,0,1.44887030124664,3.06234264373779,5.33681869506836,8.50054836273193,11.3124771118164,14.0260639190674,18.2389125823975,1.71091723442078,0.332075357437134,0.643450200557709,0.327165335416794,0.293592035770416,0.260082423686981,0.216519862413406,0.168995559215546,0.115798890590668,0.0639841258525848,0.0272387079894543,0.00596744427457452,0
1.0177450349147e-05,0,0.0237499866634607,0,0.000425598147558048,0,44.0082664489746,0,2914.45166015625,52.5639381408691,1.01743135019206e-05,1.01680425359518e-05,1.0158642908209e-05,0.999744296073914,0.999488651752472,0.998722195625305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000711188651621342,0.000569051364436746,0.000426914164563641,0.000284446519799531,0.000284446519799531,0.000284446519799531,0.000284446519799531,0.000284446519799531,0.000284446519799531,0
0.00021284150716383,0,0.306250065565109,0,0.00638992479071021,0,34.1481094360352,0,2015.10217285156,41.9750556945801,0.000212639890378341,0.00021223712246865,0.000211634134757333,0.999285817146301,0.998571753501892,0.996433138847351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00132715702056885,0.00126354361418635,0.000821735244244337,0.000632340903393924,0.000379142467863858,0.000316122779622674,0.000316122779622674,0.000316122779622674,0.000316122779622674,0
